application/vnd.d2l.coursepackage1p0+zip,IANA,,false,
application/vnd.d3m-dataset,IANA,,false,
application/vnd.d3m-problem,IANA,,false,
application/vnd.dart,IANA,,true,dart
application/vnd.data-vision.rdz,IANA,,false,rdz
application/vnd.datapackage+json,IANA,,true,
application/vnd.dataresource+json,IANA,,true,
application/vnd.dbf,IANA,,false,dbf
application/vnd.debian.binary-package,IANA,,false,
application/vnd.dece.data,IANA,,false,uvf;uvvf;uvd;uvvd
application/vnd.dece.ttml+xml,IANA,,true,uvt;uvvt
application/vnd.dece.unspecified,IANA,,false,uvx;uvvx
application/vnd.dece.zip,IANA,,false,uvz;uvvz
application/vnd.denovo.fcselayout-link,IANA,,false,fe_launch
application/vnd.desmume.movie,IANA,,false,
application/vnd.dir-bi.plate-dl-nosuffix,IANA,,false,
application/vnd.dm.delegation+xml,IANA,,true,
application/vnd.dna,IANA,,false,dna
application/vnd.document+json,IANA,,true,
